"","Id","Phylum","Genus","wi.eBH","we.eBH","effect"
"1","997d710f801e4a2dd9eefd7063e8ab8a","D_1__Actinobacteria","Agrococcus",0.139659338673023,0.0188092954737008,3.75254869225818
"2","83e948f389f9d97b0c975afc880989e8","D_1__Firmicutes","Bacillus",0.139659338673023,0.0230224781114705,3.41141951256108
"3","9381d49346b124c675fd0794a62752d5","D_1__Actinobacteria","Agromyces",0.139752745266429,0.0375933174181754,2.91283174760034
"4","a1ed615a4ed0b08c534fcc504a4608b2","D_1__Actinobacteria","Cellulosimicrobium",0.140013569671765,0.049295127373019,2.39695478415541
